market_slug,outcome,total_snapshots,B5%_S5%_P0%,B5%_S5%_P5%,B5%_S5%_P10%,B5%_S5%_P20%,B5%_S5%_P50%,B5%_S5%_P75%,B5%_S5%_P100%,B5%_S10%_P0%,B5%_S10%_P5%,B5%_S10%_P10%,B5%_S10%_P20%,B5%_S10%_P50%,B5%_S10%_P75%,B5%_S10%_P100%,B7%_S5%_P0%,B7%_S5%_P5%,B7%_S5%_P10%,B7%_S5%_P20%,B7%_S5%_P50%,B7%_S5%_P75%,B7%_S5%_P100%,B7%_S10%_P0%,B7%_S10%_P5%,B7%_S10%_P10%,B7%_S10%_P20%,B7%_S10%_P50%,B7%_S10%_P75%,B7%_S10%_P100%,B10%_S5%_P0%,B10%_S5%_P5%,B10%_S5%_P10%,B10%_S5%_P20%,B10%_S5%_P50%,B10%_S5%_P75%,B10%_S5%_P100%,B10%_S10%_P0%,B10%_S10%_P5%,B10%_S10%_P10%,B10%_S10%_P20%,B10%_S10%_P50%,B10%_S10%_P75%,B10%_S10%_P100%,B5%_S5%_P150>75%,B5%_S10%_P150>75%,B7%_S5%_P150>75%,B7%_S10%_P150>75%,B10%_S5%_P150>75%,B10%_S10%_P150>75%,B5%_S5%_P100>50%,B5%_S10%_P100>50%,B7%_S5%_P100>50%,B7%_S10%_P100>50%,B10%_S5%_P100>50%,B10%_S10%_P100>50%,B5%_S5%_P100>20%,B5%_S10%_P100>20%,B7%_S5%_P100>20%,B7%_S10%_P100>20%,B10%_S5%_P100>20%,B10%_S10%_P100>20%,B5%_S5%_P75>20%,B5%_S10%_P75>20%,B7%_S5%_P75>20%,B7%_S10%_P75>20%,B10%_S5%_P75>20%,B10%_S10%_P75>20%,B5%_S5%_P50>10%,B5%_S10%_P50>10%,B7%_S5%_P50>10%,B7%_S10%_P50>10%,B10%_S5%_P50>10%,B10%_S10%_P50>10%,B5%_HoldToEnd,B7%_HoldToEnd,B10%_HoldToEnd
btc-updown-15m-1765163700,UP,4474,-82.7% (3 trades),-82.7% (2 trades),-82.7% (2 trades),-76.9% (2 trades),-50.0% (2 trades),-25.0% (2 trades),92.3% (1 trades),-75.0% (3 trades),-75.0% (2 trades),-75.0% (2 trades),-75.0% (2 trades),-42.3% (2 trades),-25.0% (2 trades),92.3% (1 trades),-100.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-25.0% (2 trades),-25.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-40.4% (2 trades),-36.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-40.4% (2 trades),-36.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-40.4% (2 trades),-36.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-50.0% (2 trades),-42.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),92.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765164600,DOWN,4445,7.4% (4 trades),7.4% (4 trades),7.4% (4 trades),-1.8% (3 trades),10.7% (3 trades),78.6% (1 trades),78.6% (1 trades),94.1% (2 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),-11.8% (4 trades),-11.8% (4 trades),-11.8% (4 trades),-1.8% (3 trades),10.7% (3 trades),78.6% (1 trades),78.6% (1 trades),51.0% (2 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),-46.8% (3 trades),-16.1% (3 trades),-16.1% (3 trades),-16.1% (3 trades),1.6% (3 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),61.3% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),78.6% (1 trades),61.3% (1 trades),61.3% (1 trades),10.7% (3 trades),78.6% (1 trades),10.7% (3 trades),78.6% (1 trades),1.6% (3 trades),61.3% (1 trades),-1.8% (3 trades),78.6% (1 trades),-1.8% (3 trades),78.6% (1 trades),-16.1% (3 trades),61.3% (1 trades),-1.8% (3 trades),78.6% (1 trades),-1.8% (3 trades),78.6% (1 trades),-16.1% (3 trades),61.3% (1 trades),7.4% (4 trades),78.6% (1 trades),-11.8% (4 trades),78.6% (1 trades),-16.1% (3 trades),61.3% (1 trades),78.6% (1 trades),78.6% (1 trades),61.3% (1 trades)
btc-updown-15m-1765165500,UP,4476,54.6% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),60.5% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),43.0% (2 trades),43.0% (2 trades),43.0% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),43.0% (2 trades),43.0% (2 trades),43.0% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),43.0% (2 trades),49.2% (2 trades),43.0% (2 trades),49.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765166400,UP,4474,182.7% (5 trades),182.7% (5 trades),182.7% (5 trades),199.6% (5 trades),76.5% (4 trades),-24.1% (2 trades),225.6% (2 trades),97.7% (3 trades),97.7% (3 trades),97.7% (3 trades),87.4% (2 trades),118.4% (2 trades),-10.3% (2 trades),218.7% (2 trades),213.5% (6 trades),237.6% (5 trades),237.6% (5 trades),217.1% (4 trades),270.4% (4 trades),253.2% (3 trades),225.6% (2 trades),121.7% (4 trades),147.8% (3 trades),125.6% (2 trades),129.0% (2 trades),160.1% (2 trades),198.0% (2 trades),218.7% (2 trades),186.6% (5 trades),223.8% (4 trades),223.8% (4 trades),196.4% (3 trades),218.7% (3 trades),177.4% (2 trades),108.3% (1 trades),90.2% (3 trades),130.6% (2 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),-13.8% (2 trades),-13.8% (2 trades),263.6% (3 trades),194.5% (2 trades),177.4% (2 trades),108.3% (1 trades),-13.8% (2 trades),-13.8% (2 trades),304.9% (4 trades),194.5% (2 trades),218.7% (3 trades),108.3% (1 trades),-13.8% (2 trades),-13.8% (2 trades),282.6% (4 trades),194.5% (2 trades),196.4% (3 trades),108.3% (1 trades),-24.1% (2 trades),-10.3% (2 trades),272.3% (4 trades),198.0% (2 trades),196.4% (3 trades),108.3% (1 trades),196.5% (4 trades),118.4% (2 trades),275.5% (5 trades),160.1% (2 trades),223.8% (4 trades),108.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades),108.3% (1 trades)
btc-updown-15m-1765167300,UP,4473,-63.7% (5 trades),-19.6% (7 trades),-9.6% (7 trades),15.0% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-77.8% (5 trades),-24.7% (7 trades),-18.9% (6 trades),7.9% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-97.8% (2 trades),-91.3% (2 trades),-87.0% (2 trades),-78.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-91.3% (2 trades),-91.3% (2 trades),-87.0% (2 trades),-78.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-45.9% (5 trades),-28.4% (5 trades),-89.1% (2 trades),-89.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765168200,DOWN,4471,88.5% (4 trades),-90.6% (2 trades),-84.4% (2 trades),-78.1% (2 trades),133.9% (2 trades),193.7% (1 trades),193.7% (1 trades),128.7% (3 trades),-84.4% (2 trades),-84.4% (2 trades),-78.1% (2 trades),212.5% (1 trades),212.5% (1 trades),212.5% (1 trades),90.1% (4 trades),-92.9% (2 trades),-89.3% (2 trades),-75.0% (2 trades),-42.9% (2 trades),168.8% (2 trades),235.7% (1 trades),130.3% (3 trades),-92.9% (2 trades),-89.3% (2 trades),-67.9% (2 trades),-39.3% (2 trades),257.1% (1 trades),257.1% (1 trades),147.5% (8 trades),-82.4% (3 trades),-78.7% (3 trades),-70.4% (2 trades),-48.1% (2 trades),176.1% (2 trades),176.1% (2 trades),144.2% (3 trades),151.6% (3 trades),155.3% (3 trades),-63.0% (2 trades),-48.1% (2 trades),270.4% (1 trades),270.4% (1 trades),193.7% (1 trades),212.5% (1 trades),168.8% (2 trades),257.1% (1 trades),176.1% (2 trades),270.4% (1 trades),133.9% (2 trades),212.5% (1 trades),-42.9% (2 trades),-39.3% (2 trades),-48.1% (2 trades),-48.1% (2 trades),-78.1% (2 trades),-78.1% (2 trades),-75.0% (2 trades),-67.9% (2 trades),-70.4% (2 trades),-63.0% (2 trades),-78.1% (2 trades),-78.1% (2 trades),-75.0% (2 trades),-67.9% (2 trades),-70.4% (2 trades),-63.0% (2 trades),-84.4% (2 trades),-84.4% (2 trades),-89.3% (2 trades),-89.3% (2 trades),-78.7% (3 trades),155.3% (3 trades),212.5% (1 trades),257.1% (1 trades),270.4% (1 trades)
btc-updown-15m-1765169100,UP,4446,163.7% (10 trades),172.5% (9 trades),180.2% (9 trades),44.7% (6 trades),225.5% (4 trades),252.0% (3 trades),110.3% (3 trades),198.5% (10 trades),205.0% (9 trades),143.7% (6 trades),55.1% (6 trades),126.3% (4 trades),102.0% (3 trades),110.3% (3 trades),136.8% (8 trades),134.6% (7 trades),161.5% (7 trades),181.7% (6 trades),233.9% (4 trades),239.7% (3 trades),292.2% (3 trades),204.5% (7 trades),204.5% (7 trades),214.0% (7 trades),225.7% (6 trades),308.1% (4 trades),283.8% (3 trades),292.2% (3 trades),77.3% (5 trades),66.3% (4 trades),90.2% (4 trades),93.2% (3 trades),166.1% (3 trades),240.1% (3 trades),-100.0% (1 trades),97.8% (4 trades),97.8% (4 trades),107.3% (4 trades),101.6% (3 trades),211.8% (3 trades),-100.0% (1 trades),-100.0% (1 trades),252.0% (3 trades),102.0% (3 trades),239.7% (3 trades),283.8% (3 trades),240.1% (3 trades),-100.0% (1 trades),225.5% (4 trades),126.3% (4 trades),233.9% (4 trades),308.1% (4 trades),166.1% (3 trades),211.8% (3 trades),40.3% (5 trades),53.1% (5 trades),177.3% (5 trades),223.7% (5 trades),90.9% (3 trades),101.6% (3 trades),40.3% (5 trades),53.1% (5 trades),177.3% (5 trades),223.7% (5 trades),90.9% (3 trades),101.6% (3 trades),196.1% (8 trades),149.3% (5 trades),177.4% (6 trades),219.5% (6 trades),99.7% (4 trades),112.1% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765170000,DOWN,4448,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765170900,UP,4425,-84.6% (2 trades),-84.6% (2 trades),-84.6% (2 trades),-78.8% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-96.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-84.6% (2 trades),-84.6% (2 trades),-84.6% (2 trades),-78.8% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-96.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765171800,UP,4477,92.3% (4 trades),100.7% (4 trades),104.8% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),67.1% (4 trades),75.4% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),102.3% (3 trades),111.0% (3 trades),115.4% (3 trades),145.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),68.0% (3 trades),72.3% (3 trades),76.6% (3 trades),85.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),108.6% (3 trades),113.1% (3 trades),117.7% (3 trades),148.0% (3 trades),101.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),74.7% (3 trades),74.7% (3 trades),79.3% (3 trades),88.3% (3 trades),101.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),101.5% (2 trades),101.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),145.0% (3 trades),85.3% (3 trades),148.0% (3 trades),88.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),145.0% (3 trades),85.3% (3 trades),148.0% (3 trades),88.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),115.4% (3 trades),76.6% (3 trades),117.7% (3 trades),79.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765172700,DOWN,6048,217.5% (10 trades),231.1% (10 trades),231.1% (10 trades),226.9% (8 trades),277.9% (3 trades),324.6% (3 trades),-100.0% (1 trades),210.3% (10 trades),234.7% (9 trades),234.7% (9 trades),244.1% (8 trades),223.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),190.8% (9 trades),204.5% (9 trades),197.4% (8 trades),221.8% (8 trades),277.9% (3 trades),254.6% (3 trades),-100.0% (1 trades),193.9% (9 trades),216.0% (9 trades),227.3% (8 trades),227.3% (8 trades),223.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),168.6% (7 trades),168.6% (7 trades),161.5% (6 trades),178.5% (6 trades),218.5% (3 trades),254.6% (3 trades),-100.0% (1 trades),165.8% (7 trades),169.8% (7 trades),181.0% (6 trades),181.0% (6 trades),223.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),324.6% (3 trades),-100.0% (1 trades),254.6% (3 trades),-100.0% (1 trades),254.6% (3 trades),-100.0% (1 trades),277.9% (3 trades),223.0% (3 trades),277.9% (3 trades),223.0% (3 trades),218.5% (3 trades),223.0% (3 trades),198.4% (6 trades),215.3% (6 trades),193.4% (6 trades),198.5% (6 trades),150.1% (4 trades),152.3% (4 trades),198.4% (6 trades),215.3% (6 trades),193.4% (6 trades),198.5% (6 trades),150.1% (4 trades),152.3% (4 trades),209.3% (8 trades),205.9% (7 trades),175.5% (6 trades),198.5% (6 trades),139.7% (4 trades),152.3% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765173600,UP,4754,1.5% (10 trades),-20.1% (4 trades),-20.1% (4 trades),-9.0% (4 trades),6.6% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-23.5% (5 trades),2.7% (4 trades),2.7% (4 trades),6.4% (4 trades),8.7% (3 trades),-100.0% (1 trades),-100.0% (1 trades),15.2% (9 trades),-12.1% (5 trades),-12.1% (5 trades),5.5% (5 trades),-48.4% (2 trades),272.6% (3 trades),311.7% (3 trades),-2.0% (5 trades),16.5% (5 trades),16.5% (5 trades),20.2% (5 trades),-41.9% (2 trades),285.5% (3 trades),324.6% (3 trades),-26.7% (6 trades),-27.4% (5 trades),-23.4% (5 trades),18.9% (5 trades),162.6% (5 trades),257.5% (3 trades),294.7% (3 trades),-7.8% (6 trades),-12.6% (5 trades),-8.6% (5 trades),37.7% (5 trades),297.4% (4 trades),269.7% (3 trades),306.9% (3 trades),-100.0% (1 trades),-100.0% (1 trades),29.0% (2 trades),29.0% (2 trades),190.6% (2 trades),190.6% (2 trades),-48.9% (2 trades),-48.9% (2 trades),74.9% (3 trades),87.8% (3 trades),110.9% (4 trades),245.7% (3 trades),-48.9% (2 trades),-48.9% (2 trades),52.7% (3 trades),73.0% (3 trades),86.5% (5 trades),107.4% (5 trades),-48.9% (2 trades),-48.9% (2 trades),52.7% (3 trades),73.0% (3 trades),86.5% (5 trades),107.4% (5 trades),-6.3% (4 trades),2.7% (4 trades),-9.2% (3 trades),-2.7% (3 trades),110.5% (5 trades),131.4% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765174500,UP,4000,170.7% (9 trades),192.6% (9 trades),176.1% (7 trades),153.9% (5 trades),15.0% (3 trades),-24.1% (2 trades),3.4% (2 trades),215.7% (8 trades),221.6% (8 trades),201.2% (6 trades),166.0% (5 trades),28.3% (3 trades),-17.2% (2 trades),3.4% (2 trades),163.9% (8 trades),185.8% (8 trades),169.3% (6 trades),154.7% (5 trades),15.0% (3 trades),-24.1% (2 trades),3.4% (2 trades),220.1% (8 trades),226.0% (8 trades),205.6% (6 trades),166.8% (5 trades),28.3% (3 trades),-17.2% (2 trades),3.4% (2 trades),140.0% (5 trades),156.0% (5 trades),160.5% (5 trades),133.2% (4 trades),169.1% (3 trades),68.9% (3 trades),10.7% (2 trades),192.7% (5 trades),192.7% (5 trades),192.7% (5 trades),145.3% (4 trades),49.5% (3 trades),68.9% (3 trades),10.7% (2 trades),-24.1% (2 trades),-17.2% (2 trades),-24.1% (2 trades),-17.2% (2 trades),-21.4% (2 trades),-10.7% (2 trades),-27.6% (2 trades),-17.2% (2 trades),-27.6% (2 trades),-17.2% (2 trades),-21.4% (2 trades),-10.7% (2 trades),192.9% (5 trades),194.2% (4 trades),170.7% (4 trades),194.2% (4 trades),188.4% (4 trades),185.2% (4 trades),192.9% (5 trades),194.2% (4 trades),170.7% (4 trades),194.2% (4 trades),220.6% (4 trades),242.3% (4 trades),202.5% (5 trades),230.9% (4 trades),191.4% (4 trades),230.9% (4 trades),138.5% (4 trades),242.3% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
